,City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
2407,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,Black or African-American,20821
2408,New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Hispanic or Latino,30188
2409,Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Black or African-American,8304
2410,Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,Hispanic or Latino,9713
2411,The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,Asian,8828
2412,Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,American Indian and Alaska Native,7627
2413,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,Black or African-American,54093
2414,Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,American Indian and Alaska Native,1119
2415,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,Asian,195084
2416,Garden Grove,California,37.8,86779.0,88605.0,175384,4316.0,80677.0,3.66,CA,American Indian and Alaska Native,1713
2417,Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,Hispanic or Latino,23863
2418,South Jordan,Utah,33.8,33669.0,32970.0,66639,2595.0,6142.0,3.61,UT,White,59046
2419,Cape Coral,Florida,45.0,85626.0,89604.0,175230,14446.0,24185.0,2.85,FL,Hispanic or Latino,33016
2420,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,29772.0,13966.0,2.73,VA,Asian,11354
2421,Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,Hispanic or Latino,46855
2422,Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,American Indian and Alaska Native,1165
2423,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,White,64401
2424,Westminster,California,42.9,45538.0,46573.0,92111,3435.0,42227.0,3.27,CA,Asian,46560
2425,Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,Hispanic or Latino,19266
2426,Arlington,Texas,32.6,191060.0,197062.0,388122,17050.0,79271.0,2.89,TX,Black or African-American,92955
2427,Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,Black or African-American,11273
2428,Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5006.0,5585.0,2.68,OK,White,78979
2429,Bend,Oregon,37.3,42294.0,44723.0,87017,6199.0,3032.0,2.39,OR,Hispanic or Latino,8173
2430,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,42397.0,127609.0,2.79,NV,White,429142
2431,Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,Hispanic or Latino,17104
2432,South Jordan,Utah,33.8,33669.0,32970.0,66639,2595.0,6142.0,3.61,UT,Hispanic or Latino,4672
2433,Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,Hispanic or Latino,46850
2434,Cleveland,Ohio,36.0,186436.0,201623.0,388059,19849.0,18830.0,2.24,OH,Black or African-American,205395
2435,Norwalk,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,American Indian and Alaska Native,552
2436,West Valley City,Utah,30.7,68235.0,67989.0,136224,4880.0,30712.0,3.81,UT,White,89145
2437,Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,Asian,6057
2438,Federal Way,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,White,59035
2439,Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,Black or African-American,67798
2440,Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,White,59308
2441,Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,White,225157
2442,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,6176.0,10728.0,2.3,MN,Black or African-American,5828
2443,Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,American Indian and Alaska Native,1868
2444,Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,5083.0,13824.0,2.41,NM,Asian,1878
2445,Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,White,86648
2446,Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Asian,12412
2447,Newark,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,Black or African-American,144961
2448,Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,American Indian and Alaska Native,1773
2449,Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.719999999999999,IL,Black or African-American,2071
2450,Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,American Indian and Alaska Native,912
2451,Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,American Indian and Alaska Native,1876
2452,Torrance,California,41.2,73209.0,75259.0,148468,8459.0,43096.0,2.7,CA,Asian,54317
2453,Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,Black or African-American,9427
2454,McKinney,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,Black or African-American,16689
2455,Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,Asian,3237
2456,Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.969999999999999,CA,Black or African-American,9437
2457,Fairfield,California,34.7,55550.0,57422.0,112972,8607.0,24503.0,3.14,CA,Black or African-American,18274
2458,Arlington,Texas,32.6,191060.0,197062.0,388122,17050.0,79271.0,2.89,TX,American Indian and Alaska Native,2918
2459,Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,Asian,9776
2460,Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,Asian,3588
2461,Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.8200000000000003,FL,Asian,1124
2462,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,American Indian and Alaska Native,593
2463,Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,Black or African-American,26147
2464,Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,Asian,14532
2465,Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.719999999999999,CA,Hispanic or Latino,41400
2466,Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,American Indian and Alaska Native,1343
2467,Corpus Christi,Texas,35.0,160488.0,163594.0,324082,25078.0,30834.0,2.69,TX,American Indian and Alaska Native,2972
2468,Rancho Cordova,California,33.8,34844.0,36182.0,71026,4590.0,17020.0,2.86,CA,White,47757
2469,Columbia,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,American Indian and Alaska Native,1420
2470,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,White,257552
2471,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,Hispanic or Latino,5535
2472,Tucson,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,American Indian and Alaska Native,24409
2473,Montgomery,Alabama,35.4,94582.0,106004.0,200586,14955.0,9337.0,2.41,AL,Asian,6518
2474,Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,White,296623
2475,Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,1190.0,29170.0,3.17,MA,Asian,2149
2476,College Station,Texas,22.9,54125.0,53774.0,107899,2471.0,16145.0,2.52,TX,White,84892
2477,West Palm Beach,Florida,39.6,49262.0,57520.0,106782,4917.0,30675.0,2.53,FL,Asian,3191
2478,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,Asian,5652
2479,Bossier City,Louisiana,32.7,33428.0,34669.0,68097,8108.0,2980.0,2.4,LA,Black or African-American,19520
2480,Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,Black or African-American,6464
2481,Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,Black or African-American,30920
2482,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Asian,2723
2483,Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,Hispanic or Latino,31282
2484,San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,Black or African-American,11100
2485,Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,Black or African-American,25217
2486,Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4322.0,4364.0,2.48,VA,White,53727
2487,The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,Hispanic or Latino,19574
2488,Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,Hispanic or Latino,5822
2489,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,White,208863
2490,Sparks,Nevada,36.1,47780.0,48318.0,96098,7315.0,15690.0,2.63,NV,Hispanic or Latino,29159
2491,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,White,41760
2492,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,Hispanic or Latino,2845
2493,San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,American Indian and Alaska Native,2808
2494,Lynn,Massachusetts,34.8,44598.0,47861.0,92459,3093.0,29899.0,2.81,MA,Black or African-American,18240
2495,Clearwater,Florida,47.0,55225.0,57754.0,112979,10631.0,17686.0,2.4,FL,American Indian and Alaska Native,867
2496,Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,24672.0,43751.0,2.37,OK,White,279127
2497,Greensboro,North Carolina,35.5,132251.0,153093.0,285344,14011.0,26667.0,2.36,NC,Hispanic or Latino,22147
2498,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,Asian,7967
2499,Washington,District of Columbia,33.8,319705.0,352523.0,672228,25963.0,95117.0,2.24,DC,Hispanic or Latino,71129
2500,Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,20615.0,58321.0,2.51,WI,American Indian and Alaska Native,10813
2501,Sparks,Nevada,36.1,47780.0,48318.0,96098,7315.0,15690.0,2.63,NV,Black or African-American,4226
2502,Tustin,California,33.4,39511.0,41052.0,80563,2434.0,25034.0,3.27,CA,American Indian and Alaska Native,538
2503,Bayonne,New Jersey,39.7,32705.0,33598.0,66303,2225.0,21899.0,2.62,NJ,Asian,7171
2504,Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Black or African-American,5346
2505,Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,16661.0,28613.0,2.34,KY,Hispanic or Latino,21766
2506,Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,9421.0,11888.0,2.58,NM,Hispanic or Latino,60614
2507,North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.8200000000000003,SC,White,48956
2508,Miramar,Florida,36.6,66157.0,70958.0,137115,3077.0,57179.0,3.41,FL,White,58914
2509,Lorain,Ohio,35.6,30844.0,32807.0,63651,4905.0,1531.0,2.52,OH,Hispanic or Latino,19342
2510,Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,American Indian and Alaska Native,826
2511,Los Angeles,California,35.0,1958998.0,2012898.0,3971896,85417.0,1485425.0,2.86,CA,Asian,512999
2512,Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,White,62194
2513,Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,American Indian and Alaska Native,288
2514,Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,American Indian and Alaska Native,3872
2515,Weston,Florida,38.6,32956.0,36991.0,69947,1507.0,30876.0,3.34,FL,Asian,4130
2516,Miami Gardens,Florida,34.9,50719.0,62480.0,113199,2327.0,33394.0,3.75,FL,Hispanic or Latino,23287
2517,Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,Black or African-American,3514
2518,Indio,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,White,48562
2519,Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Hispanic or Latino,6435
2520,Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Asian,1175
2521,Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Asian,2114
2522,Alexandria,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,Hispanic or Latino,25573
2523,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,Hispanic or Latino,16117
2524,Shreveport,Louisiana,35.2,93138.0,103856.0,196994,14287.0,5658.0,2.53,LA,American Indian and Alaska Native,1647
2525,San Francisco,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,White,442155
2526,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,American Indian and Alaska Native,1667
2527,Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,White,66825
2528,Cheektowaga,New York,40.7,37476.0,38599.0,76075,5408.0,3532.0,2.3,NY,Hispanic or Latino,1994
2529,Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,Hispanic or Latino,22539
2530,Manchester,New Hampshire,37.3,54845.0,55378.0,110223,5473.0,14506.0,2.4,NH,White,100108
2531,Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,American Indian and Alaska Native,845
2532,Norfolk,Virginia,30.2,128917.0,117476.0,246393,29445.0,16702.0,2.51,VA,American Indian and Alaska Native,3259
2533,Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,3882.0,23642.0,2.46,FL,American Indian and Alaska Native,698
2534,Miami,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,Asian,4613
2535,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,Hispanic or Latino,271854
2536,Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,Asian,2135
2537,Gilbert,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,American Indian and Alaska Native,5965
2538,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,American Indian and Alaska Native,23323
2539,Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,Asian,27675
2540,Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,Asian,1911
2541,Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,White,51245
2542,Aurora,Colorado,34.2,177899.0,180971.0,358870,25158.0,65816.0,2.8200000000000003,CO,Hispanic or Latino,109396
2543,Toms River,New Jersey,43.7,43864.0,43886.0,87750,5042.0,6852.0,2.71,NJ,Hispanic or Latino,10267
2544,Pompano Beach,Florida,42.5,56569.0,51202.0,107771,5145.0,32733.0,2.55,FL,American Indian and Alaska Native,2138
2545,San Clemente,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,White,58849
2546,Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,American Indian and Alaska Native,658
2547,Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Hispanic or Latino,59036
2548,Pleasanton,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,White,49934
2549,El Cajon,California,32.7,54450.0,49238.0,103688,7103.0,31865.0,3.14,CA,White,84703
2550,Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,White,36346
2551,Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,American Indian and Alaska Native,2690
2552,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,Asian,20273
2553,Miami,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,Hispanic or Latino,319942
2554,South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.969999999999999,CA,Asian,971
2555,Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,Asian,8772
2556,Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,Black or African-American,45858
2557,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Black or African-American,22550
2558,Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,Black or African-American,7364
2559,Camden,New Jersey,27.9,36437.0,39694.0,76131,1425.0,11317.0,3.0,NJ,Black or African-American,35237
2560,Greensboro,North Carolina,35.5,132251.0,153093.0,285344,14011.0,26667.0,2.36,NC,White,144930
2561,Garland,Texas,34.5,116406.0,120430.0,236836,10407.0,62975.0,3.12,TX,American Indian and Alaska Native,3083
2562,Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,White,51019
2563,Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,Asian,6101
2564,Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,American Indian and Alaska Native,4260
2565,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,Asian,1073
2566,Goodyear,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.969999999999999,AZ,Black or African-American,8678
2567,Kent,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,Hispanic or Latino,21928
2568,Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.969999999999999,CA,Black or African-American,21566
2569,Plantation,Florida,40.6,42881.0,49674.0,92555,4037.0,27902.0,2.73,FL,Black or African-American,19670
2570,Arvada,Colorado,41.0,54870.0,60165.0,115035,8930.0,4921.0,2.49,CO,White,107639
2571,Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Black or African-American,61416
2572,Sugar Land,Texas,42.1,43889.0,44240.0,88129,4377.0,31169.0,2.95,TX,White,44555
2573,Baltimore,Maryland,34.7,294027.0,327822.0,621849,29540.0,49857.0,2.51,MD,Asian,20161
2574,Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,American Indian and Alaska Native,2348
2575,Newport Beach,California,46.8,43161.0,43970.0,87131,4847.0,15318.0,2.4,CA,White,74814
2576,Silver Spring,Maryland,33.8,40601.0,41862.0,82463,1562.0,30908.0,2.6,MD,Asian,8841
2577,Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,Asian,6989
2578,El Paso,Texas,33.1,332797.0,348339.0,681136,47693.0,159709.0,3.03,TX,Hispanic or Latino,542017
2579,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,American Indian and Alaska Native,8746
2580,Arlington,Texas,32.6,191060.0,197062.0,388122,17050.0,79271.0,2.89,TX,White,251155
2581,Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,14521.0,24302.0,2.47,NC,White,139301
2582,Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,Asian,15138
2583,Renton,Washington,36.3,52779.0,47468.0,100247,5032.0,28962.0,2.5700000000000003,WA,Black or African-American,12265
2584,Pine Hills,Florida,29.2,35344.0,40737.0,76081,2594.0,20735.0,3.3,FL,White,10029
2585,Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Asian,11963
2586,Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Asian,105063
2587,Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,Asian,14984
2588,Wilmington,Delaware,36.4,32680.0,39277.0,71957,3063.0,3336.0,2.45,DE,White,23743
2589,Jackson,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,Black or African-American,139567
2590,Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,White,108375
2591,Tallahassee,Florida,26.2,89390.0,100504.0,189894,9575.0,16720.0,2.38,FL,Hispanic or Latino,13538
2592,Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,White,46998
2593,Nampa,Idaho,31.4,45651.0,44199.0,89850,4736.0,6607.0,2.98,ID,American Indian and Alaska Native,2167
2594,Manchester,New Hampshire,37.3,54845.0,55378.0,110223,5473.0,14506.0,2.4,NH,Hispanic or Latino,11962
2595,Saint Charles,Missouri,34.9,32054.0,36747.0,68801,4371.0,5274.0,2.33,MO,White,58662
2596,Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,Hispanic or Latino,9197
2597,Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,White,81720
2598,Vista,California,29.3,50680.0,50204.0,100884,4957.0,23271.0,3.52,CA,Black or African-American,5164
2599,Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,Asian,2773
2600,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,White,63938
2601,San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Black or African-American,36393
2602,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,Asian,1610
2603,Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.719999999999999,CO,Asian,5650
2604,Plantation,Florida,40.6,42881.0,49674.0,92555,4037.0,27902.0,2.73,FL,Hispanic or Latino,26401
2605,Overland Park,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,Black or African-American,10685
2606,Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Asian,8563
2607,Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,Asian,7108
2608,Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,Black or African-American,28070
2609,Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,White,43019
2610,New Rochelle,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,Black or African-American,17723
2611,Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,American Indian and Alaska Native,2451
2612,Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,American Indian and Alaska Native,17510
2613,Tracy,California,35.5,43156.0,43937.0,87093,3025.0,25410.0,3.42,CA,Asian,16856
2614,Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,Black or African-American,1201
2615,El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,White,64138
2616,San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,American Indian and Alaska Native,1540
2617,Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,American Indian and Alaska Native,592
2618,Centreville,Virginia,36.0,34749.0,37033.0,71782,3779.0,27797.0,2.969999999999999,VA,Black or African-American,6724
2619,San Clemente,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,Black or African-American,251
2620,Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,American Indian and Alaska Native,913
2621,Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,Asian,1696
2622,Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,White,58894
2623,Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,White,72728
2624,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,American Indian and Alaska Native,1359
2625,Jackson,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,White,28775
2626,Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,White,69691
2627,Brentwood,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,Hispanic or Latino,40111
2628,Yakima,Washington,34.0,45147.0,48553.0,93700,4705.0,15717.0,2.74,WA,American Indian and Alaska Native,2042
2629,Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,Asian,42070
2630,Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,Black or African-American,89996
2631,Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,Black or African-American,725
2632,Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,White,78029
2633,McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,Hispanic or Latino,113829
2634,Long Beach,California,34.6,238159.0,236013.0,474172,17463.0,127764.0,2.78,CA,Hispanic or Latino,207890
2635,Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,American Indian and Alaska Native,2197
